appid,name,publisher_main,Selected_Genre,game_revenue,publisher_revenue,peak_players
3069120,Love Curse: Find Your Soulmate,Xso,Adventure,$444.2k ($282k - $606.4k),$442.8k,1264.0
221540,DG2: Defense Grid 2,Hidden Path Entertainment,Adventure,$1.3m ($853.6k - $1.8m),$3.1m,1315.0
1069160,SKALD: Against the Black Priory,Raw Fury,Adventure,$1.2m ($823.9k - $1.6m),$99.5m,1321.0
1574260,My Friendly Neighborhood,DreadXP,Adventure,$2.1m ($1.6m - $2.7m),$18.5m,1009.0
714020,Idle Adventure,zha7,Adventure,$2.4k ($1.6k - $3.3k),$2.5k,1045.0
2514960,Refind Self: The Personality Test Game,PLAYISM,Adventure,$1.2m ($843.8k - $1.7m),$86.3m,1239.0
948740,AI: The Somnium Files,"Spike Chunsoft Co., Ltd.",Adventure,$5m ($3.3m - $6.8m),$94.5m,983.0
1324530,"Warhammer 40,000: Shootas, Blood & Teef",Rogueside,Adventure,$1.6m ($1m - $2.2m),$5.9m,929.0
24880,The Saboteur,Electronic Arts,Adventure,$690.5k ($451.5k - $929.4k),$4.5b,864.0
864700,Dinosaur Fossil Hunter,▲ Pyramid Games,Adventure,$741.1k ($448.2k - $1m),$2.4m,855.0
235360,Prime World: Defenders,Nival,Adventure,$349.8k ($221.8k - $477.8k),$2.5m,808.0
735280,EMERGENCY 20,Sixteen Tons Entertainment,Adventure,$3.3m ($2.3m - $4.3m),$5.3m,754.0
202750,Alan Wake's American Nightmare,Remedy Entertainment,Adventure,$2.3m ($1.6m - $2.9m),$66m,738.0
111800,Blocks That Matter,Swing Swing Submarine,Adventure,$119.7k ($54.1k - $185.2k),$250k,700.0
388880,Oxenfree,Night School Studio,Adventure,$3m ($2.2m - $3.9m),$3.3m,709.0
813540,Scheming Through The Zombie Apocalypse: The Beginning,GrabTheGames,Adventure,$73k ($30.1k - $115.9k),$13.7m,688.0
295250,Stranded,Curve Games,Adventure,$44.7k ($8.9k - $80.5k),$196.4m,675.0
1296360,Archvale,Humble Games,Adventure,$783.1k ($472.5k - $1m),$202.5m,648.0
951240,Obenseuer,Loiste Interactive,Adventure,$400.1k ($282.7k - $517.5k),$1.1m,665.0
1859280,7 Days to End with You,PLAYISM,Adventure,$1.2m ($717.3k - $1.7m),$86.3m,617.0
2138090,Atelier Marie Remake: The Alchemist of Salburg,"KOEI TECMO GAMES CO., LTD.",Adventure,$627.6k ($392.2k - $862.9k),$424.5m,588.0
205610,Port Royale 3,Kalypso Media Digital,Adventure,$740.3k ($483.2k - $997.4k),$47.6m,582.0
286100,You Have to Win the Game,Minor Key Games,Adventure,0,$1.4m,578.0
2071200,The Bad Kids,LightOn Game,Adventure,$107.1k ($70.5k - $143.7k),$149.9k,563.0
2100,Dark Messiah of Might & Magic,Ubisoft,Adventure,$4.5m ($2.9m - $6.1m),$2.4b,546.0
612570,Fort Triumph,CookieByte Entertainment,Adventure,$276.7k ($155.5k - $397.8k),$276.7k,539.0
1008710,Wet Girl,Shoot Girl,Adventure,$80.5k ($46.9k - $114.1k),$436.4k,534.0
2512930,Guardians of the Sanctree,HuCang Studio,Adventure,$306.1k ($189.2k - $423.1k),$309.3k,526.0
1342890,Who Needs a Hero?,Baby Stone Studios,Adventure,$48.2k ($26.6k - $69.9k),$48.2k,498.0
1082430,Before Your Eyes,Skybound Games,Adventure,$2m ($1.3m - $2.6m),$81.1m,491.0
618470,Qbik,Forever Entertainment S. A.,Adventure,$6.1k ($1.2k - $11.1k),$4.5m,473.0
635200,Distrust: Polar Survival,Alawar,Adventure,$547.5k ($353.8k - $741.1k),$13.3m,459.0
421120,Samorost 3,Amanita Design,Adventure,$1.8m ($1.2m - $2.4m),$11.1m,455.0
1276800,CONVERGENCE: A League of Legends Story,Riot Forge,Adventure,$1m ($712.8k - $1.3m),$15.8m,442.0
1363350,Monster Harvest,Silver Lining Interactive,Adventure,$78.6k ($48.5k - $108.7k),$7.8m,442.0
260130,Agarest: Generations of War Zero,Ghostlight LTD,Adventure,$474.6k ($283.2k - $665.9k),$3.5m,435.0
638650,Sword Art Online Re: Hollow Fragment,BANDAI NAMCO Entertainment,Adventure,$1m ($627.6k - $1.3m),$478.1m,411.0
809890,Shining Resonance Refrain,SEGA,Adventure,$1.4m ($917.7k - $2m),$1.6b,416.0
1013870,Leanna's Slice of Life,Kagura Games,Adventure,$342.7k ($225.6k - $459.8k),$63.4m,401.0
998400,Trans-Siberian Railway Simulator,PlayWay S.A.,Adventure,$817.7k ($567k - $1m),$275.8m,391.0
2470300,Hookah Haze,Aniplex Inc.,Adventure,$361.8k ($241.5k - $482.1k),$14.6m,393.0
2764750,The Other Side,DeevoTe,Adventure,$334.7k ($204.2k - $465.3k),$333.4k,352.0
1604380,Hamidashi Creative,TamaMako gaming,Adventure,$623.7k ($380.2k - $867.2k),$649.1k,373.0
33320,Prince of Persia: The Forgotten Sands,Ubisoft,Adventure,$733.2k ($517.6k - $948.9k),$2.4b,348.0
322290,Gurumin: A Monstrous Adventure,Mastiff,Adventure,$324.5k ($188.3k - $460.7k),$730.3k,346.0
3097560,Liar's Bar,Curve Animation,Card & Board,$39.7m ($23.2m - $56.1m),$39.5m,109419.0
2427700,Backpack Battles,IndieArk,Card & Board,$13.1m ($8.4m - $17.7m),$96m,36348.0
2622000,Astral Party ,Neverland Entertainment,Card & Board,$7.1m ($4.8m - $9.4m),$11.2m,34336.0
1676840,For The King II,Curve Games,Card & Board,$16.6m ($10.9m - $22.3m),$196.4m,28528.0
1189490,觅长生,Chalcedony Network,Card & Board,$13.7m ($8.8m - $18.6m),$13.7m,26379.0
880940,Pummel Party,Rebuilt Games,Card & Board,$14.6m ($6.7m - $22.5m),$14.6m,20334.0
2742830,Monster Train 2,Big Fan Games,Card & Board,$7.9m ($5.2m - $10.6m),$8.6m,18467.0
434170,The Jackbox Party Pack 3,"Jackbox Games, Inc.",Card & Board,$13.9m ($8.6m - $19.3m),$65.9m,10894.0
544810,KARDS - The WWII Card Game,1939 Games,Card & Board,$12.9m ($7.4m - $18.4m),$12.9m,8913.0
3400930,Guilty as Sock!,Demon Max,Card & Board,$2.2m ($1.2m - $3.2m),$2.1m,8137.0
2103130,Matchmaking Inc.,Lightning Games,Card & Board,$2.3m ($1.5m - $3.2m),$85.3m,7357.0
1526490,Fear Surrounds,Yooreka Studio,Card & Board,$45.8k ($34.2k - $57.5k),$3m,7355.0
780290,Gloomhaven,Twin Sails Interactive,Card & Board,$14.2m ($9.3m - $19.2m),$35.3m,6900.0
1005300,The Jackbox Party Pack 6,"Jackbox Games, Inc.",Card & Board,$8.5m ($4.7m - $12.3m),$65.9m,6387.0
2088160,天外武林 (Traveler of Wuxia),香港商河洛互動娛樂股份有限公司,Card & Board,$1.3m ($892.6k - $1.8m),$8.8m,5839.0
1785150,Friends vs Friends,Raw Fury,Card & Board,$4.2m ($2.7m - $5.6m),$99.5m,5531.0
1811990,Wildfrost,Chucklefish,Card & Board,$4.3m ($3m - $5.6m),$84m,5064.0
1874490,Potionomics,XSEED Games,Card & Board,$5.2m ($3.8m - $6.5m),$125.7m,4570.0
331670,The Jackbox Party Pack,"Jackbox Games, Inc.",Card & Board,$1.1m ($637k - $1.6m),$65.9m,3896.0
39150,FINAL FANTASY VIII,Square Enix,Card & Board,$3.2m ($2.2m - $4.2m),$1b,4457.0
610180,The Jackbox Party Pack 4,"Jackbox Games, Inc.",Card & Board,$6.7m ($4.1m - $9.4m),$65.9m,3829.0
2525310,Drop Duchy,The Arcade Crew,Card & Board,$2.2m ($1.4m - $3m),$18.5m,3684.0
1232580,Knock on the Coffin Lid,RedBoon,Card & Board,$1.1m ($618.3k - $1.7m),$1.1m,3663.0
663390,Rento Fortune: Online Dice Board Game (大富翁),LAN - GAMES LTD,Card & Board,$581.7k ($328.6k - $834.8k),$601.8k,3440.0
362400,Regimental Chess,Regimental Chess Inc.,Card & Board,$788 ($394 - $1.1k),$788 ,3271.0
1533420,Neon White,Annapurna Interactive,Card & Board,$9.3m ($6.5m - $12.1m),$188.4m,3238.0
978520,Legend of Keepers: Career of a Dungeon Manager,Goblinz Publishing,Card & Board,$4.7m ($2.9m - $6.6m),$29.1m,3116.0
329110,Gems of War - Puzzle RPG,505 Games,Card & Board,$14.5m ($8.6m - $20.4m),$293.6m,2965.0
456670,Hand of Fate 2,Defiant Development,Card & Board,$8.5m ($5.5m - $11.5m),$17.1m,2868.0
351510,Quiplash,"Jackbox Games, Inc.",Card & Board,$1.1m ($238.3k - $2.1m),$65.9m,2831.0
2667120,Ballionaire,Raw Fury,Card & Board,$3.1m ($1.9m - $4.4m),$99.5m,2661.0
276810,Mordheim: City of the Damned,Nacon,Card & Board,$6.2m ($4.2m - $8.2m),$157.6m,2715.0
1076200,Roguebook,Nacon,Card & Board,$2m ($1.1m - $2.8m),$157.6m,2517.0
1360810,Office Life,2P Games,Card & Board,$1m ($623.4k - $1.4m),$43.1m,2354.0
1028310,BOOK OF HOURS,Weather Factory,Card & Board,$3.4m ($2.5m - $4.4m),$8.2m,2335.0
1850960,The Jackbox Party Pack 9,"Jackbox Games, Inc.",Card & Board,$2.3m ($1m - $3.7m),$65.9m,2301.0
769560,月圆之夜 (Night of Full Moon),Giant Games,Card & Board,$1.8m ($1.3m - $2.2m),$1.8m,2283.0
1711610,Dungeon 100,可布和常常诶,Card & Board,$531.6k ($360.4k - $702.8k),$531.8k,2196.0
1954420,Riichi City,"Formirai Co., Ltd.",Card & Board,$6m ($3.6m - $8.3m),$6m,1921.0
1550180,9th Dawn Remake,Valorware,Card & Board,$250k ($165.3k - $334.6k),$498.4k,1867.0
2084000,Shogun Showdown,Goblinz Publishing,Card & Board,$2.9m ($1.9m - $3.9m),$29.1m,1844.0
1244800,Terraformers,Goblinz Publishing,Card & Board,$2.8m ($1.5m - $4.1m),$29.1m,1837.0
1138660,Black Book,HypeTrain Digital,Card & Board,$2.3m ($1.5m - $3.1m),$66.7m,1817.0
317820,Guild of Dungeoneering Ultimate Edition,Gambrinous,Card & Board,$1.5m ($991.6k - $2m),$1.5m,1793.0
431640,Doodle Kingdom,JoyBits Ltd.,Card & Board,$14.8k ($6.1k - $23.5k),$343.2k,1768.0
369990,"Gremlins, Inc.",The Merchant Guild of Rund (Limited),Card & Board,$2.3m ($1.4m - $3.1m),$2.3m,1709.0
502520,Ultimate General: Civil War,Game-Labs,Card & Board,$6.2m ($4m - $8.3m),$21m,1678.0
444280,Alice's Patchwork,8Floor,Card & Board,$6.3k ($3.8k - $8.9k),$3.8m,1690.0
3116890,Out of the Park Baseball 26,Out of the Park Developments,Card & Board,$1.3m ($840.4k - $1.7m),$3.5m,1676.0
800270,Terraforming Mars,Twin Sails Interactive,Card & Board,$4.9m ($2.9m - $6.9m),$35.3m,1645.0
480650,Yu-Gi-Oh! Legacy of the Duelist,KONAMI,Card & Board,$5.3m ($3.8m - $6.8m),$639.8m,1610.0
1668690,Alina of the Arena,PINIX,Card & Board,$1.4m ($1m - $1.8m),$1.4m,1609.0
2531940,Stray Path,Yogscast Games,Card & Board,$537.6k ($373.4k - $701.9k),$37.9m,1562.0
1330000,Stolen Realm,Burst2Flame Entertainment,Card & Board,$2.9m ($1.7m - $4.1m),$2.9m,1506.0
1054490,Wingspan,Monster Couch,Card & Board,$8.6m ($5m - $12.2m),$9.2m,1452.0
1213300,Rebellion GODSOUL: Awakening,U-Secret Studio,Card & Board,$1.3m ($802.3k - $1.8m),$1.3m,1426.0
720620,TaleSpire,Bouncyrock Entertainment,Card & Board,$6.8m ($4.3m - $9.3m),$6.8m,1403.0
2230280,Tiny Civilization,喜人一个,Card & Board,$120k ($72.9k - $167.1k),$132.3k,1397.0
3077020,DOKAPON! Sword of Fury,Sting,Card & Board,$438.9k ($262.4k - $615.5k),$734k,1367.0
1652250,Tales & Tactics,Yogscast Games,Card & Board,$1.4m ($962.4k - $1.8m),$37.9m,1346.0
1619520,Cross Blitz,The Arcade Crew,Card & Board,$479.3k ($305.4k - $653.3k),$18.5m,1356.0
898920,Axis & Allies 1942 Online,Beamdog,Card & Board,$1.7m ($969.8k - $2.4m),$39.1m,1190.0
1839810,Out Of Hands,Game River,Card & Board,$452.5k ($306.3k - $598.8k),$452.5k,1189.0
2315400,Knights in Tight Spaces,Raw Fury,Card & Board,$626.9k ($439k - $814.7k),$99.5m,1150.0
1893810,Solium Infernum,League of Geeks,Card & Board,$1.3m ($962.7k - $1.7m),$11.5m,1108.0
638510,dotAGE,Michele Pirovano,Card & Board,$1.4m ($966.3k - $1.8m),$1.4m,1040.0
440650,Niche - a genetics survival game,Stray Fawn Publishing,Card & Board,$2.8m ($1.7m - $3.9m),$20.1m,1026.0
598810,Carcassonne - Tiles & Tactics,Twin Sails Interactive,Card & Board,$1m ($592.7k - $1.4m),$35.3m,1038.0
1478220,Puzzle Together,IronZog,Card & Board,$49.9k ($26.1k - $73.6k),$49.9k,991.0
2305500,FAIRY TAIL: DUNGEONS,Kodansha,Card & Board,$246.1k ($165.9k - $326.4k),$2.8m,1016.0
358130,Curious Expedition,Maschinen-Mensch,Card & Board,$2.9m ($2m - $3.8m),$5.1m,1003.0
3023190,Deduce Together,PushForward,Card & Board,$131.8k ($73.2k - $190.4k),$172.9k,954.0
253510,WARMACHINE: Tactics,Privateer Press Interactive,Card & Board,0,$0 ,871.0
1131620,Dominion,Temple Gates Games,Card & Board,$1.7m ($746.2k - $2.8m),$2.3m,845.0
1883000,HEART of CROWN Online,illuCalab,Card & Board,$213.2k ($139.4k - $286.9k),$213.3k,795.0
979920,Supremacy 1914: World War 1,Bytro Labs GmbH,Card & Board,$1.2m ($877.7k - $1.6m),$2.9m,838.0
58520,Blood Bowl - Legendary Edition,Cyanide Studios,Card & Board,$659.5k ($172.7k - $1.1m),$2.8m,834.0
2154230,AI: Art Impostor,Pocketpair,Card & Board,$252.7k ($118.9k - $386.4k),$438m,772.0
2688680,Girls of The Tower,OKJOY,Card & Board,$112.9k ($82.9k - $143k),$1.7m,740.0
758370,Through the Ages,CGE Digital,Card & Board,$833.3k ($556k - $1.1m),$871.7k,730.0
429680,Spellweaver,Dream Reactor,Card & Board,$8k ($5.1k - $10.9k),$8k,694.0
2693930,Dice & Fold,Rogue Duck Interactive,Card & Board,$1m ($700.3k - $1.3m),$5.2m,721.0
3188550,Trainee Death Simulator,Bone Nail,Card & Board,$513.6k ($317k - $710.2k),$4.5m,696.0
1031140,The Horus Heresy: Legions,Everguild Ltd.,Card & Board,$4.2m ($2.2m - $6.1m),$5.9m,639.0
3085950,Banana-Shaped,SeluGames,Card & Board,0,$70 ,594.0
1148760,I Was a Teenage Exocolonist,Finji,Card & Board,$2.3m ($1.6m - $3m),$24.5m,682.0
1455630,THE GAME OF LIFE 2,Marmalade Game Studio Ltd,Card & Board,$3.7m ($2.1m - $5.3m),$8m,523.0
238930,7 Grand Steps: What Ancients Begat,Mousechief,Card & Board,$218k ($109k - $327k),$317.3k,496.0
1042380,Hundred Days - Winemaking Simulator,Broken Arms Games,Card & Board,$912.8k ($516.5k - $1.3m),$951.4k,478.0
2198070,Cardboard Town,Rogue Duck Interactive,Card & Board,$1.2m ($832.8k - $1.7m),$5.2m,474.0
1049280,Pilgrims,Amanita Design,Card & Board,$334.6k ($241.3k - $427.8k),$11.1m,473.0
681730,Nowhere Prophet,No More Robots,Card & Board,$518.6k ($311.1k - $726.1k),$24.5m,469.0
3013550,Yu-Gi-Oh! EARLY DAYS COLLECTION,KONAMI,Card & Board,$921.1k ($631.1k - $1.2m),$639.8m,460.0
2092850,Krzyżacy - The Knights of the Cross,Olive Panda Studio,Card & Board,$180.1k ($116.9k - $243.4k),$179.8k,451.0
2125540,Kādomon: Hyper Auto Battlers,Fireshine Games,Card & Board,$275.2k ($191.8k - $358.7k),$67m,440.0
1156060,Railroads & Catacombs,IndieArk,Card & Board,$163k ($117.6k - $208.3k),$96m,425.0
480640,Pathfinder Adventures,Twin Sails Interactive,Card & Board,$597.5k ($400.6k - $794.3k),$35.3m,402.0
2114370,Takoyaki Party Survival,KIMIDORI SOFT,Card & Board,$16.3k ($7.6k - $24.9k),$180.2k,401.0
1484280,Demeo,Resolution Games,Card & Board,$2.1m ($1.3m - $2.9m),$3.2m,386.0
644390,D&D Lords of Waterdeep,"Playdek, Inc.",Card & Board,$565.8k ($358.9k - $772.6k),$1.8m,373.0
1046930,Dota Underlords,Valve,Casual,$72.4k ($56.4k - $88.3k),$13.8b,202254.0
620980,Beat Saber,Beat Games,Casual,$71.6m ($49m - $94.3m),$71.6m,42095.0
1621690,Core Keeper,Fireshine Games,Casual,$42m ($26.6m - $57.4m),$67m,46355.0
1079310,Elemental Girls,IR Studio,Casual,$6.4k ($2.6k - $10.2k),$353.4k,27388.0
2296990,We Were Here Expeditions: The FriendShip,Total Mayhem Games,Casual,$3.5m ($1.6m - $5.4m),$34.2m,22179.0
585690,Minimalism,PixelMouse,Casual,$31.6k ($19k - $44.1k),$144.3k,18691.0
2185060,Two Point Museum,SEGA,Casual,$13.8m ($8.5m - $19.2m),$1.6b,17237.0
2780980,LOCKDOWN Protocol,Mirage Creative Lab,Casual,$11.4m ($7.3m - $15.5m),$11.4m,9318.0
1341290,We Were Here Forever,Total Mayhem Games,Casual,$14.1m ($8.7m - $19.5m),$34.2m,8369.0
644560,Mirror,Paradise Project,Casual,$3m ($1.5m - $4.5m),$3m,8116.0
1201240,BLEACH Brave Souls,KLab Inc.,Casual,$7m ($3.9m - $10.2m),$7m,8084.0
1649080,Two Point Campus,SEGA,Casual,$8.5m ($4m - $13m),$1.6b,7510.0
673950,Farm Together,Milkstone Studios,Casual,$13.9m ($9.7m - $18.2m),$22.7m,6843.0
1245560,Roots of Pacha,Soda Den,Casual,$3.4m ($2.2m - $4.7m),$3.4m,6062.0
562360,"Planes, Bullets and Vodka",NukGames,Casual,$61.2k ($37.3k - $85.2k),$298.2k,6758.0
1703340,The Stanley Parable: Ultra Deluxe,Crows Crows Crows,Casual,$18.3m ($13.5m - $23.2m),$19.3m,6477.0
564710,Soda Dungeon,Armor Games Studios,Casual,$27.5k ($20.2k - $34.9k),$20.7m,5669.0
1278540,Esports Godfather,Asteroid Game Studio,Casual,$2.2m ($1.5m - $2.9m),$2.5m,5141.0
389570,Mitos.is: The Game,Freakinware Studios,Casual,$359.6k ($244.3k - $475k),$366.2k,5229.0
450390,The Lab,Valve,Casual,0,$13.8b,4467.0
1594940,Little Witch in the Woods,SUNNY SIDE UP,Casual,$4.9m ($3.4m - $6.4m),$4.9m,4748.0
397460,The Jackbox Party Pack 2,"Jackbox Games, Inc.",Casual,$3.5m ($2.1m - $4.8m),$65.9m,4929.0
1009560,The Tenants,Frozen District,Casual,$6.4m ($3.9m - $8.8m),$99.1m,4258.0
533540,MONMUSU,NEKO WORKs,Casual,0,$552.9k,4239.0
1651560,Fabledom,Dear Villagers,Casual,$4.9m ($3.2m - $6.5m),$33.7m,4228.0
1147860,UFO 50,Mossmouth,Casual,$5.7m ($4.1m - $7.3m),$23.4m,4034.0
621060,PC Building Simulator,The Irregular Corporation,Casual,$34.9m ($19m - $50.8m),$35.4m,3883.0
493540,Figment,Bedtime Digital Games,Casual,$955.3k ($338k - $1.5m),$1.6m,4205.0
1988550,To The Core,SomethingExtra,Casual,$2.3m ($1.4m - $3.1m),$2.3m,3465.0
1296610,Peglin,Red Nexus Games Inc.,Casual,$13.7m ($9.8m - $17.5m),$13.7m,3748.0
341800,Keep Talking and Nobody Explodes,Steel Crate Games,Casual,$3.6m ($2m - $5.1m),$3.6m,3359.0
428430,Endorlight,Old Games,Casual,$159.5k ($31.9k - $287.1k),$248.6k,3101.0
1629520,A Little to the Left,Secret Mode,Casual,$14.9m ($8.8m - $21m),$74.5m,3128.0
745740,Reflex,Game for people,Casual,$9k ($3.6k - $14.4k),$73.9k,2611.0
97000,Solar 2,Murudai,Casual,$614.2k ($316.7k - $911.8k),$614.3k,2687.0
1536090,Echoes of the Plum Grove,indie.io,Casual,$1.6m ($1m - $2.2m),$36.8m,2581.0
602520,NEKOPARA Vol. 3,Sekai Project,Casual,$2.6m ($1.5m - $3.7m),$39.2m,2542.0
1214470,Hotel Renovator,Focus Entertainment,Casual,$2.7m ($1.8m - $3.5m),$728.4m,2472.0
683320,GRIS,Devolver Digital,Casual,$11.9m ($8.5m - $15.4m),$501.4m,2467.0
221810,The Cave,Double Fine Productions,Casual,$1.8m ($1.1m - $2.6m),$21.4m,2279.0
98800,Dungeons of Dredmor,"Gaslamp Games, Inc.",Casual,$1.6m ($912.9k - $2.3m),$1.6m,1845.0
485870,Super Duper Party Pooper,K Bros Games,Casual,$11.4k ($6.3k - $16.4k),$376.9k,1843.0
237630,DuckTales: Remastered,Capcom,Casual,$2.6m ($1.9m - $3.4m),$248m,1974.0
1901370,Ib,PLAYISM,Casual,$1.6m ($1m - $2.1m),$86.3m,1822.0
1316680,VLADiK BRUTAL,BRUTAL SOFTWARE,Casual,$1.3m ($861.2k - $1.9m),$1.4m,1511.0
2594540,Motel Manager Simulator,Denzone Games,Casual,$936.7k ($629.6k - $1.2m),$935.8k,1461.0
3066570,Aotenjo: Infinite Hands,XD,Casual,$611.6k ($386.3k - $837k),$84.3m,1430.0
491530,Notruf 112 | Emergency Call 112,Aerosoft GmbH,Casual,$3.3m ($1.9m - $4.8m),$56.5m,1263.0
231740,Knights of Pen and Paper +1 Edition,Paradox Interactive,Casual,$796.4k ($414.2k - $1.1m),$1.1b,1328.0
1205520,Pentiment,Xbox Game Studios,Casual,$3.9m ($2.6m - $5.1m),$1.8b,1250.0
1866180,Hooked on You: A Dead by Daylight Dating Sim,Behaviour Interactive Inc.,Casual,$1.2m ($807.1k - $1.6m),$205.6m,1188.0
1084520,雀姬/姫麻雀,Smile Tech,Casual,$942.2k ($549k - $1.3m),$942.6k,1175.0
2955840,Kitchen Wars,Perfect Gen,Casual,$144.7k ($58.9k - $230.6k),$145.3k,1130.0
855740,Bum Simulator,Ragged Games,Casual,$1.5m ($937.2k - $2.2m),$1.5m,1115.0
2830150,Super Mining Mechs,Delayed Victory,Casual,$171.3k ($107.8k - $234.7k),$376.3k,1050.0
481870,Mini Thief,GrabTheGames,Casual,$30k ($21.4k - $38.7k),$13.7m,1011.0
834740,Circle Empires,Iceberg Interactive,Casual,$1.7m ($1.1m - $2.4m),$34.2m,1003.0
1364210,City Bus Manager,Aerosoft GmbH,Casual,$2m ($1.3m - $2.7m),$56.5m,973.0
2950340,LEGO® Harry Potter™ Collection,Warner Bros. Games,Casual,$1.9m ($1.1m - $2.6m),$882.3m,926.0
994220,NEOVERSE,Tinogames Inc.,Casual,$1m ($712.6k - $1.4m),$1m,896.0
3313310,Fishing The Abyss,umaaaaaa studio,Casual,$46.8k ($30.4k - $63.3k),$46.6k,878.0
359260,Green Moon,Absolutist Ltd.,Casual,$7.5k ($1.5k - $13.5k),$141.4k,874.0
348360,Doodle God,JoyBits Ltd.,Casual,$149.8k ($91.7k - $207.9k),$343.2k,812.0
40700,Machinarium,Amanita Design,Casual,$4.3m ($3m - $5.6m),$11.1m,766.0
283230,Spoiler Alert,tinyBuild,Casual,$69.5k ($39.9k - $99.2k),$179.6m,719.0
1352330,Zoo 2: Animal Park,upjers,Casual,$2.1m ($463.8k - $3.7m),$4.6m,714.0
1277930,Riddle Joker,NekoNyan Ltd.,Casual,$1.9m ($1.1m - $2.7m),$29.6m,703.0
1636710,The Brew Barons,Lifetap Studios,Casual,$320k ($204.3k - $435.8k),$319.7k,665.0
1407860,Space Travel Idle,Spaceive,Casual,0,$0 ,663.0
2521600,Little-Known Galaxy,Carbon & Kay,Casual,$401.9k ($254.5k - $549.3k),$402k,645.0
2653940,Star Trek: Resurgence,Bruner House,Casual,$762.7k ($479.6k - $1m),$762.6k,645.0
476240,KNIGHTS,Arzola's,Casual,$17.4k ($9.8k - $24.9k),$22.8k,636.0
1252560,Love Breakout,Neko Game,Casual,$10.8k ($5.9k - $15.7k),$187.5k,624.0
1251930,My Lovely Wife,Neon Doctrine,Casual,$355k ($207.4k - $502.5k),$16.2m,599.0
468700,NVIDIA VR Funhouse,Lightspeed Studios™,Casual,0,$0 ,592.0
2162680,Doom Sweeper,Paper Dog,Casual,$98.2k ($70.3k - $126.1k),$98.2k,568.0
1714320,Find Love or Die Trying,Sunseeker Games,Casual,$889.7k ($177.9k - $1.6m),$903k,542.0
991560,ONE PUNCH MAN: A HERO NOBODY KNOWS,BANDAI NAMCO Entertainment,Casual,$1.3m ($971.2k - $1.7m),$478.1m,502.0
1216200,Coloring Game 2,L. Stotch,Casual,$886 ($628 - $1.1k),$283.1k,493.0
2091250,Koishi Navigation Desktop Youkai,地霊研究院,Casual,$767 ($153 - $1.3k),$49.1k,478.0
2539350,Myths of Rules,Sugarcane Games,Casual,$276.2k ($160.3k - $392.2k),$283k,464.0
1722860,Munchkin Digital,Dire Wolf,Casual,$1.2m ($682.1k - $1.8m),$14.6m,458.0
1543280,Espresso Tycoon,PlayWay S.A.,Casual,$922.7k ($588.5k - $1.2m),$275.8m,453.0
352520,The Silent Age,Meridian4,Casual,$323.4k ($221.1k - $425.7k),$872.1k,452.0
2914480,Welcome to Maison Chichigami,Kagura Games,Casual,$323.7k ($200.7k - $446.6k),$63.4m,441.0
2292650,Escape From Mystwood Mansion,Lost Sock Studio,Casual,$622.3k ($392.9k - $851.6k),$621.6k,386.0
2401680,Pet Shop Simulator,Games Incubator,Casual,$127.7k ($85.8k - $169.5k),$11.9m,384.0
3376990,Kabuto Park,Doot Tiny Games,Casual,$187.3k ($123.1k - $251.5k),$1m,376.0
604500,Tank Force,XDEVS LTD,Casual,$5.5m ($2.8m - $8.2m),$7.7m,374.0
772430,Hero of the Kingdom III,Lonely Troops,Casual,$265.7k ($145.4k - $386k),$1.2m,370.0
1070710,Kind Words (lo fi chill beats to write to),Popcannibal,Casual,$1m ($670.1k - $1.5m),$1.4m,360.0
259810,Home Sheep Home: Farmageddon Party Edition,Greenlight Games,Casual,$211.3k ($126.1k - $296.4k),$212.5k,358.0
1291500,Kill It With Fire: Ignition,tinyBuild,Casual,0,$179.6m,347.0
397090,Wind Child,Valkyria Games,Casual,$6.3k ($2.9k - $9.7k),$15.1k,354.0
2449040,Cursorblade,RealPeach,Casual,$271k ($182k - $360.1k),$271.1k,346.0
393200,Bad Rats Show,Strategy First,Casual,$48.2k ($31.4k - $65.1k),$11.8m,345.0
266390,Farm for your Life,Hammer Labs,Casual,$250.5k ($190.8k - $310.2k),$267.2k,337.0
582330,Warriors: Rise to Glory,Gavra Games,Casual,$270.6k ($178.3k - $362.9k),$270.6k,332.0
2213300,Might & Magic: Clash of Heroes - Definitive Edition,Dotemu,Casual,$263.5k ($177.9k - $349.2k),$30.5m,306.0
829420,Fun Hospital,OrangesGame Technology Limited,Casual,$60.3k ($34.6k - $86.1k),$60.4k,302.0
1466860,Age of Empires IV: Anniversary Edition,Xbox Game Studios,City Builder,$90.1m ($63.6m - $116.7m),$1.8b,73629.0
916440,Anno 1800,Ubisoft,City Builder,$41.6m ($25.7m - $57.5m),$2.4b,25214.0
255710,Cities: Skylines,Paradox Interactive,City Builder,$162.5m ($109.5m - $215.6m),$1.1b,57421.0
703080,Planet Zoo,Frontier Developments,City Builder,$118.6m ($73.4m - $163.7m),$430.9m,38457.0
242920,Banished,Shining Rock Software LLC,City Builder,$19.1m ($14.7m - $23.5m),$19.1m,24568.0
1244460,Jurassic World Evolution 2,Frontier Developments,City Builder,$49.1m ($30.7m - $67.5m),$430.9m,20921.0
493340,Planet Coaster,Frontier Developments,City Builder,$91.7m ($57.9m - $125.6m),$430.9m,21828.0
933110,Age of Empires III: Definitive Edition,Xbox Game Studios,City Builder,$19.7m ($7.8m - $31.6m),$1.8b,18142.0
